name,price,colors,plain_text_description,brand,height,color,material,base_type,weight,url
MYA Heavy QT Original Hookah,"Rs. 2,700.00","['White', 'Sky Blue', 'Olive Green', 'Light Purple', 'Amber', 'Black', 'Dark Blue']","
 

Brand: MYA
Available in a golden edition

Easy to wash and clean
No residue smell after wash
Produce heavy and dense smoke
Smoke discharge pressure nob
Strong designer glass base
Components: Glass base, Coal plate, Stainless steel stem, Leather coated wooden tip hookah pipe, Mya ceramic chillum/ bowl, Tong
Order will be processed according to color availability
 
 We all know about this most famous hookah MYA Heavy QT. Heavy QT is well known for its dense and heavy smoke, this hookah has many unique qualities to enhance your hookah smoking session. 
 

Glass Base: MYA Heavy QT has a very attractive design and a strong glass base.

Chillum: Mya Heavy QT is come along with premium quality ceramic chillum which allows good smoke flow and enhances your smoking session.

Pipe/ Hose: You can get leather coated wooden tip hookah pipe with this hookah which provides you long-lasting flavorful dense smoke. You can easily wash or clean this pipe.

Dimensions: Hookah height: 14inches Pipe: 1m
 
 ",,,,,,,https://shopdop.in/products/mya-heavy-qt-original-hookah
MYA Minion Original Hookah / Shisha,"Rs. 1,950.00","['Green', 'Amber', 'Dark Blue', 'Sky Blue', 'Grey', 'Light Purple']","
  
 
Brand: MYA
Easy to wash and clean
No residue smell after wash
Easy to assemble and disassemble
Produce smooth and dense smoke
High grade stainless steel stem
Components: Glass Base, Coal plate, Leather coated wooden tip hookah pipe, Mya ceramic chillum/ bowl, Tong
Order will be processed according to color availability
 MYA Minion hookah is one of the best small size hookah available in market that produce and heavy smoke. This hookah has many features to enhance your hookah smoking session. 

Portability: You can easily carry MYA Minion Hookah anywhere and enjoy your smoking session anytime.

Base: MYA Minion has very unique and strong style glass base.

Chillum: Mya Minion is come along with high quality ceramic chillum which allow good smoke flow and enhance your smoking session.

Pipe/ Hose: You can get leather coated wooden tip hookah pipe with this hookah which provides you long-lasting flavorful dense smoke. You can easily wash or clean this pipe.

Dimensions:Hookah height: 7inchesPipe Length: 1m 
 
 ",,,,,,,https://shopdop.in/products/mya-minion-original-hookah-shisha
MYA Tut Original Hookah,"Rs. 2,399.00","['Grey', 'Light Purple', 'Olive Green', 'Sky Blue Base/Dark Blue Stem', 'White Base/Red Stem']","
 

Brand: MYA
Easy to wash and clean
No residue smell after wash
Produce heavy and dense smoke
Smoke discharge pressure nob
Egyptian style strong base
Components: Base, Zinc Coal plate, Leather coated wooden tip hookah pipe, Mya ceramic chillum/ bowl, Tong
Order will be processed according to color availability
 
   
 MYA Tut hookah is one of the innovative designed small size hookahs. This hookah has many unique qualities to enhance your hookah smoking session. Tut is well known for its dense and heavy smoke. 
 

Base: MYA Tut has a very unique Egyptian style strong base which looks attractive and innovative.

Chillum: Mya Tut is come along with premium quality ceramic chillum which allows good smoke flow and enhances your smoking session.

Pipe/ Hose: You can get leather-coated wooden tip hookah pipe with this hookah which provides you long-lasting flavorful dense smoke. You can easily wash or clean this pipe.

Dimensions: Hookah height: 8inches
 
 ",,,,,,,https://shopdop.in/products/mya-tut-original-hookah
MYA Minionette Original Hookah,"Rs. 2,049.00","['Dark Blue', 'Grey', 'Sky Blue', 'Amber', 'Green', 'Light Purple']","
 
Brand: MYA
Easy to wash and clean
No residue smell after wash
Produce smooth and dense smoke
Smoke discharge pressure nob
Premium stainless steel down stem
Components: Glass Base, Coal plate, Leather coated wooden tip hookah pipe, Mya ceramic chillum/ bowl, Tong
Order will be processed according to color availability
 
 MYA Minionette hookah is one of the most selling small size hookahs in the market. This small hookah is designed to produce more dense and heavy flavorful smoke. 
 

Portability: You can easily carry MYA Minionette Hookah anywhere and enjoy your smoking session anytime.

Chillum: Mya Minionette is come along with high-quality ceramic chillum which allows good smoke flow and enhances your smoking session.

Pipe/ Hose: You can get leather coated wooden tip hookah pipe with this hookah which provides you long-lasting flavorful dense smoke. You can easily wash or clean this pipe.

Dimensions:Hookah height: 7inchesPipe Length: 1m
 
 ",,,,,,,https://shopdop.in/products/mya-minionette-original-hookah
MYA Petite Hookah (Original ),"Rs. 2,099.00","['Blue', 'Light Purple', 'Sky Blue', 'Grey', 'Olive Green', 'Amber']","
  
 
Brand: MYA
Easy to wash and clean
Easy to handle
No residue smell after wash
Easy to assemble and disassemble
Produce smooth and dense smoke
Smoke discharge pressure nob
Premium stainless steel down stem
Components: Glass Base, Coal plate, Leather coated wooden tip hookah pipe, Mya ceramic chillum/ bowl, Tong
Order will be processed according to color availability
 
 MYA Petite hookah is one of the premium small size and most selling hookah in the market. MYA Petite has many unique qualities to enhance your hookah session. MYA didn’t compromise with your smoking session this small hookah can produce more dense and heavy flavorful smoke. 
 

Portability: You can easily carry MYA Petite Hookah anywhere and enjoy your smoking session anytime.

Chillum: Mya Petite comes along with high quality ceramic chillum which allows good smoke flow and enhances your smoking session.

Pipe/ Hose: You can get leather coated wooden tip hookah pipe with this hookah which provides you long-lasting flavorful dense smoke. You can easily wash or clean this pipe.

Dimensions:Hookah height: 8inches
 
 Video:- 
  
   
 ",,,,,,,https://shopdop.in/products/mya-petite-original-hookah
MYA Fedora Original Hookah,"Rs. 2,699.00","['Light Purple', 'Olive Green', 'Dark Blue', 'White', 'Amber', 'Grey']","
  
 
Brand: MYA
Easy to wash and clean
No residue smell after wash
Easy to assemble and disassemble
High quality MYA glass base
Produce heavy and dense smoke
Premium chromed brass material stem
Components: Glass base, Leather coated wooden tip hookah pipe, Coal plate, Brass stem, stainless steel down stem, ceramic chillum, Tong
Order will be processed according to color availability
 
 MYA Fedora is one of the best designed hookah which has unique qualities to enhance your hookah session. MYA Fedora hookah can produce dense and heavy smoke. 
 

Quality: MYA Fedora is made with high quality material which made it a classy and durable hookah. The smoke flow from this hookah is very excellent so you can get very dense and foggy smoke in every smoking session.

Chillum: You can get premium quality ceramic chillum with this hookah which allows good heat flow between flavor and charcoal which deliver flavorful dense smoke.

Stem: You can get high quality stem made with chromed solid brass material which allow smooth smoke flow during your smoking session and produce huge smoke clouds.

Pipe/ Hose: You can get leather coated wooden tip hookah pipe with this hookah which provides you long-lasting flavorful dense smoke. You can easily wash or clean this pipe.

Dimensions:Hookah height: 14 inchesPipe Length: 1m
 
 ",,,,,,,https://shopdop.in/products/mya-fedora-original-hookah
MYA Coppa Original Hookah,"Rs. 1,950.00",N/A,"
 
Brand: MYA
Easy to wash and clean
Easy to handle
No residue smell after wash
Easy to assemble and disassemble
Solid high quality glass base
Build In premium ceramic chillum/ bowl
Produce smooth and dense smoke
Smoke discharge pressure nob
Premium stainless steel down stem
Components: Glass Base, Leather coated wooden tip hookah pipe, Inbuilt ceramic chillum/ bowl with chillum screen, Tong
Order will be processed according to color availability
 MYA Coppa hookah is one of the premium small size hookahs available n the market. MYA Coppa has many unique qualities to enhance your hookah session. MYA didn’t compromise with your smoking session this small hookah can produce more dense and heavy flavorful smoke. 

Portability: You can easily carry MYA Coppa Hookah anywhere and enjoy your smoking session anytime.

Chillum: You can get premium quality in-built ceramic chillum with a bowl screen which allows good heat flow between flavor and charcoal which gives flavorful smoke during your smoking session. There is no need to use any heat management systems with this chillum everything is in-built.

Down Stem: You can get high quality down stem which allows smooth smoke flow during your smoking session and produce huge smoke clouds.

Pipe/ Hose: You can get leather coated wooden tip hookah pipe with this hookah which provides you long-lasting flavorful dense smoke. You can easily wash or clean this pipe.

Diameter:Hookah height: 5inchesPipe Length: 1m
 
 ",,,,,,,https://shopdop.in/products/mya-coppa-original-hookah
MYA Bijou Original Hookah,"Rs. 2,250.00","['Amber', 'Grey', 'Light Purple', 'Olive Green', 'Sky Blue', 'Blue']","
 
Brand: MYA
Easy to wash and clean
Easy to handle
No residue smell after wash
Easy to assemble and disassemble
Produce smooth and dense smoke
Premium stainless steel down stem
Components: Glass Base, Coal plate, Leather coated wooden tip hookah pipe, Mya ceramic chillum/ bowl, Tong
Order will be processed according to color availability
 
   
 MYA Bijou hookah is the most selling small size hookah in the market. MYA didn’t compromise with your smoking session this small hookah can produce more dense and heavy flavorful smoke. 
 

Portability: You can easily carry MYA Bijou Hookah anywhere and enjoy your smoking session anytime.

Base: This hookah has a very unique style glass base with good stability and design looks very innovative.

Chillum: Mya Bijou comes along with high quality ceramic chillum which allows good smoke flow and enhances your smoking session.

Pipe/ Hose: You can get leather coated wooden tip hookah pipe with this hookah which provides you long-lasting flavorful dense smoke. You can easily wash or clean this pipe.

Dimensions: Hookah height: 9inchesPipe Length: 1m
 
 ",,,,,,,https://shopdop.in/products/mya-bijou-original-hookah
MYA Bambino Original Hookah,"Rs. 2,850.00","['Black', 'Dark Blue', 'Olive Green', 'Light Purple', 'Sky Blue', 'Aqua', 'Amber']","
 

Brand: MYA
Available in Golden & Normal Edition

Easy to wash and clean
Easy to handle
No residue smell after wash
Easy to assemble and disassemble
Produce smooth and dense smoke
Traditionally crafted designer stem
Premium stainless steel down stem
Components: Glass Base, Coal plate, Leather coated wooden tip hookah pipe, Mya ceramic chillum/ bowl, Tong
Order will be processed according to color availability
 
   
 MYA Bambino hookah is one of the stylish hookahs which is crafted in traditional and modern style. This small hookah is especially to produce more dense and heavy flavorful smoke. 
 

Portability: You can easily carry MYA Bambino Hookah anywhere and enjoy your smoking session anytime.

Base: This hookah has a very unique style glass base with good stability and the design looks very innovative.

Chillum: Mya Bambino has come along with high quality ceramic chillum which allows good smoke flow and enhances your smoking session.

Pipe/ Hose: You can get leather coated wooden tip hookah pipe with this hookah which provides you long-lasting flavorful dense smoke. You can easily wash or clean this pipe.

Dimensions:Hookah Height: 12inchesPipe Length: 1m
 
 ",,,,,,,https://shopdop.in/products/mya-bambino-original-hookah
MYA Chikita Original Hookah,"Rs. 1,899.00",N/A,"
 
Brand: MYA
Easy to wash and clean
Easy to handle
No residue smell after wash
Easy to assemble and disassemble
Produce smooth and dense smoke
Premium solid frosted glass
Components: Glass Base, Coal plate, Leather coated wooden tip hookah pipe, Mya ceramic chillum/ bowl, Tong
Order will be processed according to color availability
 MYA Chikita hookah is one of the innovative designer hookahs which has many unique qualities to enhance your hookah session. This small hookah is especially to produce more dense and heavy flavorful smoke. 

Portability: You can easily carry MYA Chikita Hookah anywhere and enjoy your smoking session anytime.

Base: MYA Chikita has one of the premium solid frosted glass bases which looks unique and eye-catching.

Chillum: Mya Chikita comes along with high quality ceramic chillum which allows good smoke flow and enhances your smoking session.

Pipe/ Hose: You can get leather coated wooden tip hookah pipe with this hookah which provides you long-lasting flavorful dense smoke. You can easily wash or clean this pipe.

Dimensions:Hookah Height: 11inchesPipe Length: 1m
 
 ",,,,,,,https://shopdop.in/products/mya-chikita-original-hookah
MYA Jarra Original Hookah,"Rs. 2,499.00","['Green', 'Light Purple', 'White', 'Dark Blue', 'Grey']","
 
Brand: MYA
Easy to wash and clean
Easy to handle
No residue smell after wash
Unique design
Easy to assemble and disassemble
Comes with a coal holder
Produce smooth and dense smoke
Components: Glass Base, Coal Holder, Leather coated wooden tip hookah pipe, Mya ceramic chillum/ bowl, Tong
Order will be processed according to color availability
 MYA Jarra hookah is the most innovative designer hookah which has a unique design of jar that looks premium. This hookah comes with an inbuilt coal holder which is a main key feature of this hookah. 

Portability: You can easily carry MYA Jarra Hookah anywhere and enjoy your smoking session anytime.

Base: MYA Jarra comes in jar shape which looks premium and eye-catching. High quality material is used to make this strong hookah base.

Chillum: Mya Jarra comes along with high quality ceramic chillum which allows good smoke flow and enhances your smoking session.

Pipe/ Hose: You can get leather coated wooden tip hookah pipe with this hookah which provides you long-lasting flavorful dense smoke. You can easily wash or clean this pipe.

Dimensions:Hookah Height: 10inchesPipe Length: 1m
 
 ",,,,,,,https://shopdop.in/products/mya-jarra-original-hookah
MYA Tusk Original Hookah,"Rs. 2,999.00",N/A,"
 
Brand: MYA
Easy to wash and clean
Easy to assemble and disassemble
No residue smell after wash
Innovatively designed glass base
Produce smooth and dense smoke
Premium hookah stem
Components: Glass Base, Coal plate, Leather coated wooden tip hookah pipe, Mya ceramic chillum/ bowl, Tong
Order will be processed according to color availability
 MYA Tusk hookah is one of the most unique and innovative hookah which look very attractive. This hookah is especially designed to produce dense smoke. 

Base: This hookah has very unique style glass base with good stability and design look very innovative.

Chillum: MYA Tusk is come along with high quality ceramic chillum which allow good smoke flow and enhance your smoking session. 

Pipe/ Hose: You can get leather coated wooden tip hookah pipe with this hookah which provides you long-lasting flavorful dense smoke. You can easily wash or clean this pipe.

Dimensions:Hookah height: 22inches

 
 ",,,,,,,https://shopdop.in/products/mya-tusk-original-hookah
LED Light Base Hookah Pipe Handle,Rs. 585.00,N/A,"
 What are its key features? 
Premium hookah accessory
Exclusive product
LED light handle for shisha hose
Compatible with all types of pipes
Allows good smoke flow
Looks gracious in dark/night
Makes hookah session more remarkable
Easy to grip and carry
 Why to grab it? 

LED Light: A handy and different hookah accessory with LED light. You can operate the LED light with the button.

Compatible: A compatible product which can easily be fitted with all types of silicone/disposable and other hoses. 

Portable: LED light handle for pipe is a portable device which is easy to grip, handle and carry.

Attractive: It is an attractive accessory which makes your shisha session more memorable.

Smoke: It offers a good smoke flow and allows you to generate more dense smoke.
 
 ",,,,,,,https://shopdop.in/products/led-light-base-hookah-pipe-handle
Portable Acrylic Mini Tank Hookah,"Rs. 1,449.00",N/A,"
 What are its key features? 
 
Portable design hookah
German Clay Chillum
Pre-fitted Diffuser
Decent acrylic base
Metal Coal Tray
Silicone pipe with a handle
Easy to carry & wash
Produce heavy smoke
 
   
 Why to grab it? 
 

Portable: Mini Tank is a portable and handy model which is easy to carry for outside sessions. Easily assembled and dissembled.

Compact: It is a compact size hookah which can easily adjust in a small bag.

Base: A decent acrylic base is available in Mini Tank hookah.

Pipe: Good quality silicone pipe comes with this model. The handle is also of good quality.

Bowl: Traditional German clay bowl comes in the box.

Diffuser: Pre-fitted diffuser also available in Acrylic Mini Tank.

Price: Perfect hookah under Rs 1500/-
 
 ",,,,,,,https://shopdop.in/products/portable-acrylic-mini-tank-hookah
Designer Mini Khalil Hookah,"Rs. 5,000.00",N/A,"
 What are its main points? 
Mini/compact in size
Designer Khalil model
Strong glass pot
Fully metallic upper stem
German clay bowl
Diffuser for dense smoke
Sleek handle black silicone pipe
Luxurious look
 Why to grab it? 

Khalil Model: One of the most selling compact Khalil models in India.

Base: Premium Khalil glass base which is made up of strong material. The printed base looks amazing.

Stem: Upper portion of this compact/mini Khalil hookah is fully metallic and heavy.

Diffuser: A good quality diffuser is also attached with its down stem. Now create more dense smoke from this small hookah.

Hose: Premium sleek handle black silicone pipe comes with it which makes this model more attractive.

Bowl: Traditional German clay bowl comes in the box. 
 
 ",,,,,,,https://shopdop.in/products/designer-mini-khalil-hookah
Hookah Carry Bag by Thugs,Rs. 499.00,N/A,"
 What are its key features? 
 

Dimensions: 10 x 10 x 10 inches
Carry bag for hookah
Must have hookah accessory
Durable polyester fabric
Best for small and medium size models
Portable product
Perfect for tours and trips
Side pocket for flavor & coal carrying
Must check the dimensions of your hookah before buying it
 
 Why to grab it? 
 

Bag: Must have hookah accessory for easy carrying. Now carry your hookah outside.

Portable: This is a handy and portable product which is easy to carry even on trekking as well. Now enjoy a session on the riverside or on a waterfall.

Fabric: High-quality durable polyester fabric material is used to make this accessory.

Hookah: All small and medium size hookah boxes are easily fitted in this bag.

Dimensions: It is a cubic form bag with dimensions of 10 x 10x 10 inches.
 
 Note: Must check the dimensions of your hookah before buying this bag. 
 Video:- 
 












View this post on Instagram























A post shared by Hookah Wholesaler (India) (@hookahwholesale.in)

 
  
   
 ",,,,,,,https://shopdop.in/products/hookah-carry-bag-by-thugs
og Rechargeable Long Hookah Starter (Smoke Maker),Rs. 999.00,N/A,"
 

Material: Plastic

Color: Black
Easy to use
Portable device to start hookah
Compatible with any hookah bowl/chillum
Durable and Rechargeable
Fast charging
Saves your breaths
Provide dense smoke shisha session
 og Rechargeable long hookah starter is one of the most selling hookah accessories available in the Indian market. It helps you to save your breath and start dense smoke hookah sessions early. 

Quality: Premium quality hookah accessory. Now you don't need to struggle for dense smoke. This smoke maker will produce heavy and dense smoke during your shisha session.

Rechargeable: Portable and a compatible device which runs from electricity. Just recharge it before use. It will take 30 to 40 minutes approx. to get fully charged.

Portability: og hookah starter is a portable device which is easy to use and carry anywhere. For tours and trips, it is the best shisha accessory.
Dimensions:
  Height: 7"" Inches without its deflator cap  Wire Lenght: 1m 
 ",,,,,,,https://shopdop.in/products/og-rechargeable-long-hookah-starter-smoke-maker
Knuckles Hookah by Thugs,"Rs. 3,850.00",N/A,"
 What are the key features? 
Very heavy quality glass base
Good metal used for body
Lock system between stem and base
Medium height
Fine quality diffuser
Silicon pipe
Silicon chillum and HMD
At this price, such a model is rare to find
 Why to grab it? 

Base: Knuckles hookah has a very wide, strong glass base. It has a cut design on it. The lock system is also attached to it.

Metallic Body: Less chance of any damage to upper stem because a good-quality metal is used.

Silicone Bowl: Through your previous bowl because with this Knuckles hookah you will get a free silicone bowl.

Aluminum HMD: Another free component that comes with this model is an aluminum-made heat management system.

Range: One of the best hookahs under this budget. Must grab your piece now.
 
 ",,,,,,,https://shopdop.in/products/knuckles-hookah-by-thugs
og Hookah Wooden Base Stand with LED Light,"Rs. 1,199.00",N/A,"
 
Protect your hookah
Fit an LED light in between it
Compatible with any type of hookah
Save your table from getting dirty
High-quality material
Premium look
Can be used anywhere (especially for outdoor sessions)
Hold any long and medium size shisha as well
 Hookah Wooden base stand is a great accessory for your shisha. It protects your hookah and saves your table from getting dirty. It comes with an LED which makes your shisha session more amazing.  

Quality: This premium hookah base is specially designed by The OG (Original Gangster) as you can see the design on it. The wood used to make this stand is of high quality.

LED Light: Now you don't need to worry if your shisha is not LED compatible. You will get a multi-color LED light with this wooden base. You can easily change the color of light with the help of a remote (comes with it).

Compatible: og Hookah Wooden base is compatible with all types of hookahs (small, medium and long). 
 
 ",,,,,,,https://shopdop.in/products/og-hookah-wooden-base-stand-with-led-light
Alpha X Hookah,"Rs. 14,000.00","['Green Flour', 'Red Matte', 'Yellow', 'Blue Matte']","
 Constructed from stainless steel with a removable diffuser, the Alpha hookah is sweet for any, ""miniature"" hookah. The Alpha has an invisible purge and will pop in your collection. Stands and comes with a 59"" hose and a 19"" tall base.  
 Note: The base is clear but you can always buy Drips to replicate the effects of the effects. The color in the base is just for aesthetics, not included.  
 The model X hookahs are straight outta Russia and provided by shopdop.in 
 Video: 
 












View this post on Instagram























A post shared by Hookah Order Online @ shopdop® (@shopdop.in)

 
  
   
 ",,,,,,,https://shopdop.in/products/alpha-x-hookah
MYA Hookah Basic Pipes,Rs. 350.00,"['Grey', 'Blue', 'Green', 'Sky Blue', 'Brown', 'White', 'Amber']","
 What are its key features? 
 
Traditional hoses by MYA
Leather coated pipes
Collection of different pipes
Choose which looks perfect with your model
Wooden handle hose
Fit on any MYA hookah easily
 
 ",,,,,,,https://shopdop.in/products/mya-basic-pipes
Oduman N2 Clear Hookah,"Rs. 11,500.00",N/A,"
 ODUMAN N2 is a hookah which is suitable for use anywhere. It has a power-led system, which is powered with 2 AAA batteries, under the coaster. The length of the hose is 1,5 m. The battery life is about 24 hours for continuous operation. The hookah has 16 different lighting operations. It is made of safe food-grade silicone easy to clean and easy to take out the smoke easily. It has been designed to be a class quality, glassware glass. Product Dimensions
 Lower Largest Diameter = 17.5 cmTotal Length = 28cmWeight = 3.5 kg (may occur in different weights handmade glass.)Box Dimensions = 22,5x22,5x37cm 
 ",,,,,,,https://shopdop.in/products/oduman-n2-clear-hookah
WD Hookah L1 -3,"Rs. 10,500.00","['Machine', 'Machine + Nebula Bowl', 'Machine + WD Bowl (Small) and Golden HMD', 'Machine + WD Bowl (Small) and Silver HMD', 'Machine + WD Bowl (Small) and Rainbow HMD', 'Machine + WD Bowl (Big) and Golden HMD', 'Machine + WD Bowl (Big) and Silver HMD', 'Machine + WD Bowl (Big) and Rainbow HMD']","
 Product information ""WD Hookah L1-3""The WD L1 -3 is a medium-sized shisha with special properties. Your smoke column is made of high quality stainless steel. The bowl is made of crystal glass. With a size of 56 cm, this hookah is equipped with some special features, including the closed chamber and the plug-in system. A great workmanship in combination with the mentioned features give this shisha its special quality. The hose adapter is to be screwed in and is not inserted into the base.Specialty :The base is equipped with a closed chamber system. This way the smoke is blown out of the bowl without any problems. The smoke is blown up along the column. 
 Check Out - What makes WD Hookah unique & different?Scope of delivery :Bowl crystal glassColumn of smokeImmersion tube with unscrewable diffuser1 hose connectionHead adapterColour:Smoke column: stainless steelGlass : Gray ShinyDimensions :Total height: approx. 56 cmMaterialShisha: stainless steelGlass: crystal glass 
 ",,,,,,,https://shopdop.in/products/wd-hookah-l1-3
Lusso Silicone Pipe,Rs. 950.00,N/A,"
 What are its key highlights? 
 
long metal handle Lusso pipe by Smokah
Fantastic material
Silicone hose with printed handle
Suitable for any hookah
Allows decent & smooth smoke flow
Premium range hose
Fully washable

Length - 72+ inches
Comes with a box
 
 ",,,,,,,https://shopdop.in/products/lusso-pipe
Slim Handle Silicon Pipe,Rs. 350.00,"['Golden', 'Black', 'Rose Gold']","
 
Easy to clean and wash
Easy to handle
60 inches long
Compatible with any kind of hookah
Easy to handle and carry anywhere
Premium handle
Produce dense and frosty smoke
No residue smell after wash
Good smoke flow
High-quality silicone hookah pipe
a small handle type silicon pipe for hookah
 
 ",,,,,,,https://shopdop.in/products/slim-handle-silicon-pipe
MYA Metal Tip Pipe,Rs. 425.00,"['Black', 'Brown']","
 Features : 
 
The wide wooden tip of the pipe gives it a classic look and holds the flavour, so the more you smoke the better it gets.
Length is 6 feet .
Wooden handle mouth tip is 7 inch long.
Made of sturdy synthetic leather and glossy wooden tip.
Washable
These hoses get easily attached to small as well as large hookahs.
The pipe tube and tip is very thick and is the main reason for delivering thick smoke clouds.
 
 ",,,,,,,https://shopdop.in/products/mya-metal-tip-pipe
Alshan Magic Coal Box (pack of 10 rolls),Rs. 399.00,N/A,"
 pack of 10 magic coal rolls   
Round shape magic coal
Quick light (even with a matchstick)
Generate dense smoke
Pack of 10 Rolls (Full Box)
Ignites quickly
Deposit low ashes
Finest experience of burning
Lasts till fully burned
Each piece of 35mm
1 Roll = 10 discs
 
 ",,,,,,,https://shopdop.in/products/alshan-magic-coal-box-pack-of-10-rolls
Octopus Hookah,"Rs. 3,250.00","['Black', 'Blue', 'Golden', 'Rose Gold', 'Purple', 'Red', 'Green']","
 
Height: 20 inches with chillum
Easy to wash and clean
No residue smell after wash
Easy to assemble & dissemble
High-quality metal components
Premium metal material 3 legs
Stainless steel down stem with a diffuser
Produce a smooth and dense smoke flow
Strong quality designer glass base

Components: Glass base, silicone chillum, hmd, Coal Tray, long handle silicone pipe, spring, Metal stem, Metal 3 legs, Stainless steel down stem with diffuser, Tong
 
 ",,,,,,,https://shopdop.in/products/octopus-hookah
Power Tao Hookah,"Rs. 4,850.00",N/A,"
 
Russian design
Tao model
Decent height
Strong Glass pot
Offers dense smoke
 
 ",,,,,,,https://shopdop.in/products/power-tao-hookah
MYA Beya Hookah,"Rs. 4,850.00","['Red / Silver', 'Green / White']","
 

Brand: MYA
100% Original & Imported
Premium hookah with medium height
Strong transparent glass base
Pressure valve for back smoke (X Function)
Silicon pipe with sleek metal handle
Easy to wash and clean
Assembled easily with screw system
Latest model by MYA
 
 ",,,,,,,https://shopdop.in/products/mya-beya-hookah
Oduman N2 Matt Hookah,"Rs. 11,500.00",N/A,"
 What are its key metrics? 
 
100% Original
Imported model by Oduman
First class handmade glass
Stainless steel body parts
Very fine quality diffuser
Stand for stability
LED light with batteries
Premium quality silicone hose
 
 Video:- 
 












View this post on Instagram























A post shared by Hookah Order Online @ shopdop® (@shopdop.in)

 
  
   
  
 ",,,,,,,https://shopdop.in/products/oduman-n2-matt-hookah
WD Hookah G 47-14 Shisha,"Rs. 15,000.00","['Machine', 'Machine + Nebula Bowl', 'Machine + WD Bowl (Small) and Golden HMD', 'Machine + WD Bowl (Small) and Silver HMD', 'Machine + WD Bowl (Small) and Rainbow HMD', 'Machine + WD Bowl (Big) and Golden HMD', 'Machine + WD Bowl (Big) and Silver HMD', 'Machine + WD Bowl (Big) and Rainbow HMD']","
 
Material: stainless steel 
Height: 56cm 
Diameter: 21cm (bowl) 
Weight: 3.8kg 
Closure: screw system 
Connections: 4 (thread) 1
x charcoal plate 
1x column of smoke 
1x base 
1x bowl 
1x immersion tube (L-20cm, D-1.6cm) 
1x unscrewable diffuser (16mm) 
4x hose connections (thread) 
4x valve ball (10mm, in hose connection) 
1x head adapter with 18/8 cut
 
 The model G49-25 from WD Hookah is a hookah with outstanding quality and many special features. All metal parts are made of high quality stainless steel and are manufactured with the highest precision. F 
 or the bowl, we use pure crystal glass with a flower pattern cut into it. With its size of 56cm it is already one of the large hookahs and has a very good stand thanks to the wide contact surface. 
 Other special features of this hookah include the closed chamber system, a screw-on diffuser and a hose adapter with 18/8 cut that is plugged directly into the base. In this model, the head adapter is screwed to the smoke column and the blow-out valve is integrated into the base. 
 A great workmanship in combination with the mentioned features give this hookah its first-class quality. 
 Cleaning / care Please use all glass parts ONLY with cold water and washing-up liquid. Simply wash the stainless steel parts with water and washing-up liquid. 
  
 ",,,,,,,https://shopdop.in/products/wd-hookah-gl-47-14-2-shisha
WD Hookah G30 A Shisha,"Rs. 17,500.00",N/A,"
 
Material: stainless steel 
Height: 56cm 
Diameter: 21cm (bowl) 
Weight: 3.8kg 
Closure: screw system 
Connections: 4 (thread) 1
x charcoal plate 
1x column of smoke 
1x base 
1x bowl 
1x immersion tube (L-20cm, D-1.6cm) 
1x unscrewable diffuser (16mm) 
4x hose connections (thread) 
4x valve ball (10mm, in hose connection) 
1x head adapter with 18/8 cut
 The model G49-25 from WD Hookah is a hookah with outstanding quality and many special features. All metal parts are made of high quality stainless steel and are manufactured with the highest precision. F or the bowl, we use pure crystal glass with a flower pattern cut into it. With its size of 56cm it is already one of the large hookahs and has a very good stand thanks to the wide contact surface. Other special features of this hookah include the closed chamber system, a screw-on diffuser and a hose adapter with 18/8 cut that is plugged directly into the base. In this model, the head adapter is screwed to the smoke column and the blow-out valve is integrated into the base. A great workmanship in combination with the mentioned features give this hookah its first-class quality. Cleaning / care Please use all glass parts ONLY with cold water and washing-up liquid. Simply wash the stainless steel parts with water and washing-up liquid.  
 ",,,,,,,https://shopdop.in/products/wd-hookah-g30-a-shisha
WD Hookah X1 Shisha,"Rs. 18,500.00",N/A,"
 Product information ""WD Hookah L1-3""  The WD L1 -3 is a medium-sized shisha with special properties. Your smoke column is made of high quality stainless steel. The bowl is made of crystal glass. With a size of 56 cm, this hookah is equipped with some special features, including the closed chamber and the plug-in system. A great workmanship in combination with the mentioned features give this shisha its special quality.   The hose adapter is to be screwed in and is not inserted into the base.   Specialty  :   The base is equipped with a closed chamber system. This way the smoke is blown out of the bowl without any problems. The smoke is blown up along the column.   Scope of delivery  :   Bowl crystal glass  Column of smoke  Immersion tube with unscrewable diffuser  1 hose connection  Head adapter  Colour:   Smoke column : stainless steel  Glass  : Gray Shiny  Dimensions  :   Total height : approx. 56 cm   Material  Shisha: stainless steel  Glass: crystal glass
                   ",,,,,,,https://shopdop.in/products/wd-hookah-x1-shisha
MYA Picino Hookah,"Rs. 1,850.00","['Sky Blue', 'Light Purple', 'Grey']","
 

Brand: MYA
Newly added model
Heavy & strong glass pot
Metallic fine quality upper stem
Ceramic traditional bowl
Leather coated pipe
Metallic tong & charcoal plate
Available in multiple colors
 
 ",,,,,,,https://shopdop.in/products/mya-picino-hookah
Chains Hookah,"Rs. 1,999.00","['Red', 'Blue', 'Black']","
 Features? 
 
Compact size/portable design
Elegant design
Lock system glass base
Bowl included

Silicone pipe with long metal handle
Best for tour & travel purposes
Under budget hookah
 
 ",,,,,,,https://shopdop.in/products/chains-2-0-hookah
